CNPJ_Fundo;Data_Referencia;Versao;Nome_Endereco_Imovel;Caracteristicas_Contratuais
00.332.266/0001-31;2016-12-31;2;Via Parque Shopping;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI ou IPCA com garantia de Fiadores.
00.762.723/0001-28;2016-12-31;2;CTI;Os contratos de locação são dos imóveis do Fundo  preveem  período de de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
00.868.235/0001-08;2016-12-31;1;Hotel;Contrato de arrendamento com a Accor
00.868.235/0001-08;2016-12-31;1;ABS;Contratos majoritriamente corrigidos pelo IGP-M e com prazo de 5 anos
01.201.140/0001-90;2016-12-31;2;Grand Plaza Shopping;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores.
01.235.622/0001-61;2016-12-31;1;Primeiro De Março, 19;Multa por atraso superior
01.235.622/0001-61;2016-12-31;1;Av. Mem De Sá;Multa por atraso maior e isenção de multa de rescisão com aviso prévio de 3 meses.
01.235.622/0001-61;2016-12-31;1;Avenida Brasil, 20384;Prazo contratual superior, índice de reajuste pelo IPCA, garantia a partir de nota promissória, isenção de multa rescisória a partir de determinado tempo de contrato desde que dado aviso prévio de 90 dias,
01.235.622/0001-61;2016-12-31;1;Barão De Mesquita 164;Prazo contratual superior, obras de adequação realizadas pelo Locador com majoração do valor do aluguel
01.235.622/0001-61;2016-12-31;1;Cardeal Leme;Índice de reajuste pelo IGP-DI em um dos contratos. Contratos com isenção de multa por rescisão a partir de determinado tempo transcorrido. Um dos contratos sem a apresentação de garantia.
01.235.622/0001-61;2016-12-31;1;Carioca;Multa por atraso superior. Obrigação e Responsabilidade do Locatário em adequações e manutenções específicas nos imóveis.
01.235.622/0001-61;2016-12-31;1;Cesbon;Contrato com garantia de permanência por todo o prazo contratual, sob pena de pagamento a título de multa dos meses em aberto em caráter imediato. Garantia hipotecária.
01.235.622/0001-61;2016-12-31;1;Città América;Contratos com garantia de permanência por prazo determinado sob pena de pagamento de multa referente ao restante do prazo determinado e aviso de rescisão superior a 30 dias. Contratos com isenção de multa a partir de determinado período. Contratos com isenção de garantia e garantia mediante depósito. Um dos contratos com índice de reajuste pelo IPCA e prazo inferior aos 60 meses.
01.235.622/0001-61;2016-12-31;1;Città Office;Isenção de multa de rescisão a partir de determinado prazo, desde que realizado aviso prévio de 180 dias. Multa por atraso superior a 2%. Impossibilidade de alienar o imóvel a terceiros, enquanto não averbada a locação a menos que se obtenha do futuro comprador a garantia de que o contrato será cumprido, sob pena de pagamento de multa em caso de não cumprimento que resulte a saída do Locatário antes do término do contrato.
01.235.622/0001-61;2016-12-31;1;Conde De Bonfim, 149;Multa por atraso maior e data para pagamento de aluguel diferente.
01.235.622/0001-61;2016-12-31;1;Dom Gerardo, 46;Prazos menores e maiores a 60 meses, Multa para o Locador em caso de extinção do usufruto durante a vigência do contrato. Isenção de garantia
01.235.622/0001-61;2016-12-31;1;Golden Corporate;Aviso prévio para devolução superior a 30 dias. Penalidade em caso de não cumprimento de aviso prédio. Devolução de carência e desconto em caso de rescisão antecipada, sem isentar a multa por rescisão. Isenção de multa por rescisão antecipada após certo período do contrato de locação
01.235.622/0001-61;2016-12-31;1;Largo De Santa Rita, 10 (Vot);Multa por atraso maior e isenção de multa após determinado período, desde que dado aviso prévio de 90 dias.
01.235.622/0001-61;2016-12-31;1;Marechal Câmara 160;Prazo contratual superior, índice de reajuste pelo IPCA, Isenção de multa após transcorrido determinado prazo e desde que respeitado o aviso prévio, impossibilidade de retenção pelo Locatário de todas as benfeitorias realizadas no imóvel.
01.235.622/0001-61;2016-12-31;1;Rio Branco 255/257;Impossibilidade de retenção pelo Locatário de todas as benfeitorias realizadas no imóvel.
01.235.622/0001-61;2016-12-31;1;Senhor Dos Passos 107;Multa por atraso superior. Multa por rescisão em caso de contrato em prazo indeterminado e desde que não cumprido o aviso prévio estabelecido
01.235.622/0001-61;2016-12-31;1;Sete De Setembro N° 155;Multa por atraso superior.
01.235.622/0001-61;2016-12-31;1;Teófilo Otoni Nº 24;Multa por atraso superior.
01.235.622/0001-61;2016-12-31;1;Travessa Do Ouvidor, 9;Multa por atraso superior.
01.235.622/0001-61;2016-12-31;1;Uruguaiana 76;Multa por atraso superior.
01.235.622/0001-61;2016-12-31;1;Uruguaiana 78;Multa por atraso superior, prazo contratual maior e devolução de desconto em caso de rescisão antecipada
01.497.954/0001-14;2016-12-31;1;Nada;Nada
01.601.918/0001-59;2016-12-31;1;Eusébio Matoso;Contrato com correção anual pela variação positiva do IPCA
01.601.918/0001-59;2016-12-31;1;Dantas Barreto;Contrato com correção anual pela variação positiva do IPC-FIP
01.601.918/0001-59;2016-12-31;1;Joaquim Floriano;Contrato com correção anual pela variação positiva do IPC-FIP
01.633.741/0001-72;2016-12-31;1;Rua Júlio Gonzales, 132;Garantia caução em dinheiro
01.636.325/0001-28;2016-12-31;1;Moinhos Shopping;Lojas que pagam diferença semestral de aluguel minimo
01.636.325/0001-28;2016-12-31;1;Moinhos Shopping;Lojas que pagam diferença anual de aluguel minimo
01.636.325/0001-28;2016-12-31;1;Moinhos Shopping;Lojas que pagam o aluguel através de percentual estabelecido sobre as vendas
01.636.325/0001-28;2016-12-31;1;Moinhos Shopping;Lojas que tem custo de ocupação fixo e aluguel variável
01.657.856/0001-05;2016-12-31;1;Rua Junqueira Ayres, 165 - Barris - Salvador - BA;Os contratos obdecem as mesmas caracteristicas, os locatários tem o mesmo tratamento contratual
02.027.437/0001-44;2016-12-31;1;Ed Brasílio Machado;Os contratos de locação são dos imóveis do Fundo  preveem  período de de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
02.508.235/0001-14;2016-12-31;1;Contagem;Os contratos são típicos, corrigidos anualmente pela variação positiva do IGPM. As demais cláusulas são confidenciais.
03.251.720/0001-18;2016-12-31;2;Av. Francisco Matarazzo, 1500;Garantia caução em dinheiro
03.507.519/0001-59;2016-12-31;2;Shopping Patio Higienópolis;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M ou IGP-DI com garantia de Fiadores.
03.683.056/0001-86;2016-12-31;4;JK FINANCIAL CENTER;Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.
03.683.056/0001-86;2016-12-31;4;JATOBÁ;Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.
03.683.056/0001-86;2016-12-31;4;PARQUE PAULISTA;Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.
03.683.056/0001-86;2016-12-31;4;NEW CENTURY;Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.
03.683.056/0001-86;2016-12-31;4;CETENCO PLAZA;Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.
03.683.056/0001-86;2016-12-31;4;INTERNACIONAL RIO;Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.
03.683.056/0001-86;2016-12-31;4;CANDELÁRIA CORPORATE;Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.
03.683.056/0001-86;2016-12-31;4;PQ CULTURAL PAULISTA;Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.
04.066.582/0001-60;2016-12-31;2;Hospital da Criança;Não possui caracteristicas que destoem dos demais
04.141.645/0001-03;2016-12-31;1;RUA DAS OLIMPIADAS, 205;Reajuste pelo IGPM 62%
04.722.883/0001-02;2016-12-31;2;Centro Empresarial Nações Unidas;Não possui caracteristicas que destoem dos demais
04.782.236/0001-88;2016-12-31;2;Rua Dona Francisca, 8300 - Distrito Industrial -  joinville - SC;Garantia Contratual - Titulo de Capitalização
05.437.916/0001-27;2016-12-31;1;Rodovia Anhanguera, s/n KM 17,5;Indexador de reajuste IPC-FIPE
05.562.312/0001-02;2016-12-31;2;Edifício Almirante Barroso;Não possui caracteristicas que destoem dos demais
06.175.262/0001-73;2016-12-31;1;Avenida Paulista, 1728, São Paulo/SP (1ª ANDAR);Reajuste anual por indexador vinculado à inflação (IGP-M ou IPCA). Todos contratos típicos de locação, multa em caso de rescisão antecipada equivalente a 3 meses do valor do aluguel à época, calculados de maneira proporcional ao decurso do prazo do contrato.
06.175.262/0001-73;2016-12-31;1;Avenida Paulista, 1728, São Paulo/SP (SL E 2ª ANDAR);Reajuste anual por indexador vinculado à inflação (IGP-M ou IPCA). Todos contratos típicos de locação, multa em caso de rescisão antecipada equivalente a 3 meses do valor do aluguel à época, calculados de maneira proporcional ao decurso do prazo do contrato.
06.175.262/0001-73;2016-12-31;1;Avenida Paulista, 1728, São Paulo/SP (3º ANDAR);Reajuste anual por indexador vinculado à inflação (IGP-M ou IPCA). Todos contratos típicos de locação, multa em caso de rescisão antecipada equivalente a 3 meses do valor do aluguel à época, calculados de maneira proporcional ao decurso do prazo do contrato.
06.175.262/0001-73;2016-12-31;1;Avenida Paulista, 1728, São Paulo/SP (10º ANDAR);Reajuste anual por indexador vinculado à inflação (IGP-M ou IPCA). Todos contratos típicos de locação, multa em caso de rescisão antecipada equivalente a 3 meses do valor do aluguel à época, calculados de maneira proporcional ao decurso do prazo do contrato.
06.175.262/0001-73;2016-12-31;1;Avenida Paulista, 1728, São Paulo/SP (11º ANDAR);Reajuste anual por indexador vinculado à inflação (IGP-M ou IPCA). Todos contratos típicos de locação, multa em caso de rescisão antecipada equivalente a 3 meses do valor do aluguel à época, calculados de maneira proporcional ao decurso do prazo do contrato.
06.175.262/0001-73;2016-12-31;1;Avenida Paulista, 1728, São Paulo/SP (12º ANDAR);Reajuste anual por indexador vinculado à inflação (IGP-M ou IPCA). Todos contratos típicos de locação, multa em caso de rescisão antecipada equivalente a 3 meses do valor do aluguel à época, calculados de maneira proporcional ao decurso do prazo do contrato.
06.175.262/0001-73;2016-12-31;1;Avenida Paulista, 1728, São Paulo/SP (13º ANDAR);Reajuste anual por indexador vinculado à inflação (IGP-M ou IPCA). Todos contratos típicos de locação, multa em caso de rescisão antecipada equivalente a 3 meses do valor do aluguel à época, calculados de maneira proporcional ao decurso do prazo do contrato.
06.175.262/0001-73;2016-12-31;1;Avenida Paulista, 1728, São Paulo/SP (14º ANDAR);Reajuste anual por indexador vinculado à inflação (IGP-M ou IPCA). Todos contratos típicos de locação, multa em caso de rescisão antecipada equivalente a 3 meses do valor do aluguel à época, calculados de maneira proporcional ao decurso do prazo do contrato.
07.000.400/0001-46;2016-12-31;1;SEDE I;O contrato possui duas revisionais no quinto e oitavo ano.
07.122.725/0001-00;2016-12-31;2;Edificio Torre Almirante;Não possui caracteristicas que destoem dos demais
07.224.019/0001-60;2016-12-31;2;Parque Dom Pedro Shopping;Não possui caracteristicas que destoem dos demais
07.352.632/0001-63;2016-12-31;2;Rodoshopping Fernão Dias;Não possui caracteristicas que destoem dos demais
07.583.627/0001-61;2016-12-31;1;Não aplicavel;Não aplicável
07.789.135/0001-27;2016-12-31;3;BPS - BOTAFOGO PRAIA SHOPPING;N/A
07.789.135/0001-27;2016-12-31;3;CNB - CONJUNTO NACIONAL BRASILIA;N/A
07.789.135/0001-27;2016-12-31;3;CVS - CENTER VALE SHOPPING;N/A
08.014.513/0001-63;2016-12-31;2;Hospital e Maternidade;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;ABC - Shopping ABC;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;VIX;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;TIJ - Loja de Rua Tijuca;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;SVP-Shopp.Piedade Barris;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;SVB - Shopping Barra;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;SPC - Loja de Rua Centro;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;SLZ - Loja de Rua Centro;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;SIR-Shopp.C.Iguatemi Rio;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;REC - Loja de Rua Centro;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;OUV - Loja de Rua Centro;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;NOR - Norte Shopping;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;NIT - Plaza Shopping;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;NIG - Loja de Rua Centro;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;MCO-Shopp.Center Iguatemi;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;GOI Goiania Shopping;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;FOS - Iguatemi Fortaleza;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;Ed. Santa Catarina;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;EC - Escritório Central;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;DQE - Loja de Rua Centro;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;CPK-Shopp.Parque D.Pedro;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;COP-Lj de Rua Copacabana;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;COP- GAR;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;CBS-Shopp.Center Curitiba;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;CAC - Loja de Rua Centro;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;BPB-Pátio Brasil Shopping;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;BHM - Minas Shopping;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;BHD - Shopp.Del Rey;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;BHC - Loja de Rua;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2016-12-31;2;BEI - Shopping Iguatemi Belém;Não possui caracteristicas que destoem dos demais
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
08.431.747/0001-06;2016-12-31;1;-;-
08.693.497/0001-82;2016-12-31;1;não há;não há
08.696.175/0001-97;2016-12-31;1;Ambev;Pagamento anual do aluguel em Janeiro.
08.696.175/0001-97;2016-12-31;1;Barry;Não Aplicável.
08.696.175/0001-97;2016-12-31;1;C&A;Não Aplicável.
08.696.175/0001-97;2016-12-31;1;Danfoss;Não Aplicável.
08.696.175/0001-97;2016-12-31;1;Leader Nova Iguaçu;Não Aplicável.
08.696.175/0001-97;2016-12-31;1;Magazine;Não Aplicável.
08.696.175/0001-97;2016-12-31;1;Telha Norte;Não Aplicável.
08.706.065/0001-69;2016-12-31;3;Ibis Styles Faria Lima;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Ibis Congonhas;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Comfort Nova Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Tryp Itaim;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Intercity Premium Berrini;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Meliá Jardim Europa;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Ibis São Paulo Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Blue Tree Faria Lima;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Ibis Budget Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Tryp Berrini;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Tryp Iguatemi;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Wyndham Berrini;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Intercity Premium Ibirapuera;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Ibis Budget Jardins;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Estanplaza Nações Unidas;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Quality Jardins;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Estanplaza Ibirapuera;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Intercity Nações Unidas;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Gran Estanplaza;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Tryp Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Estanplaza Berrini;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Estanplaza International;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2016-12-31;3;Staybridge Suites São Paulo;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2016-12-31;2;Centro Empresarial Barra Shopping;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2016-12-31;2;Flamengo Park Towers;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2016-12-31;2;Edifício Eldorado Business Tower;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2016-12-31;2;Edifício Volkswagen;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2016-12-31;2;Centro Empresarial Transatlantico;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2016-12-31;2;Edifício Cargill;Não possui caracteristicas que destoem dos demais
